Column,Art_ID,Title,Artist,Wiki_Link,Style,Genre,Media,tmp,New_Wiki_Link,img_src
160,Kaggle_18627,Lady with Puppet,Felicien Rops,"['https://www.wikiart.org/en/felicien-rops/lady-with-puppet-1', 'https://www.wikiart.org/en/felicien-rops/lady-with-puppet', 'https://www.wikiart.org/en/felicien-rops/lady-with-puppet-2']",,,,check,[],[]
180,Kaggle_13495,"Thun, Stockhornkette",Ferdinand Hodler,"['https://www.wikiart.org/en/ferdinand-hodler/thun-stockhornkette-1904', 'https://www.wikiart.org/en/ferdinand-hodler/thun-stockhornkette-1910', 'https://www.wikiart.org/en/ferdinand-hodler/thun-stockhornkette-1910-1']",,,,check,"['https://www.wikiart.org/en/ferdinand-hodler/thun-stockhornkette-1904', 'https://www.wikiart.org/en/ferdinand-hodler/thun-stockhornkette-1910', 'https://www.wikiart.org/en/ferdinand-hodler/thun-stockhornkette-1910-1']","['https://uploads3.wikiart.org/images/ferdinand-hodler/thun-stockhornkette-1904.jpg!Large.jpg', 'https://uploads3.wikiart.org/images/ferdinand-hodler/thun-stockhornkette-1910.jpg!Large.jpg', 'https://uploads5.wikiart.org/images/ferdinand-hodler/thun-stockhornkette-1910-1.jpg!Large.jpg']"
191,Kaggle_88764,Stage design for 'The lake' of Julius Bittner,Koloman Moser,"['https://www.wikiart.org/en/koloman-moser/stage-design-for-the-lake-of-julius-bittner-1', 'https://www.wikiart.org/en/koloman-moser/stage-design-for-the-lake-of-julius-bittner']",,,,check,[],[]
202,Kaggle_53039,Garden on Lake Thun,August Macke,"['https://www.wikiart.org/en/august-macke/garden-on-lake-thun-1', 'https://www.wikiart.org/en/august-macke/garden-on-lake-thun']",,,,check,"['https://www.wikiart.org/en/august-macke/garden-on-lake-thun-1', 'https://www.wikiart.org/en/august-macke/garden-on-lake-thun']","['https://uploads5.wikiart.org/images/august-macke/garden-on-lake-thun-1.jpg!Large.jpg', 'https://uploads3.wikiart.org/images/august-macke/garden-on-lake-thun.jpg!Large.jpg']"
220,Kaggle_17680,Portraits,Thomas Eakins,"['https://www.wikiart.org/en/thomas-eakins/portraits', 'https://www.wikiart.org/en/thomas-eakins/portraits-1', 'https://www.wikiart.org/en/thomas-eakins/portraits-2', 'https://www.wikiart.org/en/thomas-eakins/portraits-3', 'https://www.wikiart.org/en/thomas-eakins/portraits-4', 'https://www.wikiart.org/en/thomas-eakins/portraits-5']",,,,check,[],[]
224,Kaggle_34412,Volga,Konstantin Vasilyev,"['https://www.wikiart.org/en/konstantin-vasilyev/volga', 'https://www.wikiart.org/en/konstantin-vasilyev/volga-1', 'https://www.wikiart.org/en/konstantin-vasilyev/volga-2']",,,,check,[],[]
250,Kaggle_76107,Self-Portrait,Marie Laurencin,"['https://www.wikiart.org/en/marie-laurencin/self-portrait-1', 'https://www.wikiart.org/en/marie-laurencin/self-portrait-1906', 'https://www.wikiart.org/en/marie-laurencin/self-portrait-2', 'https://www.wikiart.org/en/marie-laurencin/self-portrait-1928', 'https://www.wikiart.org/en/marie-laurencin/self-portrait', 'https://www.wikiart.org/en/marie-laurencin/self-portrait-3']",,,,check,[],[]
251,Kaggle_22326,The German students in the War of Liberation of 1813,Ferdinand Hodler,"['https://www.wikiart.org/en/ferdinand-hodler/the-german-students-in-the-war-of-liberation-of-1813-1908', 'https://www.wikiart.org/en/ferdinand-hodler/the-german-students-in-the-war-of-liberation-of-1813-1908-1', 'https://www.wikiart.org/en/ferdinand-hodler/the-german-students-in-the-war-of-liberation-of-1813-1908-2']",,,,check,[],[]
256,Kaggle_34382,Portrait of Henrietta Girshman,Valentin Serov,"['https://www.wikiart.org/en/valentin-serov/portrait-of-henrietta-girshman-1906', 'https://www.wikiart.org/en/valentin-serov/portrait-of-henrietta-girshman-1907', 'https://www.wikiart.org/en/valentin-serov/portrait-of-henrietta-girshman-1911']",,,,check,"['https://www.wikiart.org/en/valentin-serov/portrait-of-henrietta-girshman-1906', 'https://www.wikiart.org/en/valentin-serov/portrait-of-henrietta-girshman-1907']","['https://uploads3.wikiart.org/images/valentin-serov/portrait-of-henrietta-girshman-1906.jpg!Large.jpg', 'https://uploads3.wikiart.org/images/valentin-serov/portrait-of-henrietta-girshman-1907.jpg!Large.jpg']"
263,Kaggle_57202,Svjatogor's gift,Konstantin Vasilyev,"['https://www.wikiart.org/en/konstantin-vasilyev/svjatogor-s-gift', 'https://www.wikiart.org/en/konstantin-vasilyev/svjatogor-s-gift-1']",,,,check,[],[]
293,Kaggle_18436,Portrait of Cosimo I de' Medici,Agnolo Bronzino,"['https://www.wikiart.org/en/agnolo-bronzino/portrait-of-cosimo-i-de-medici-1545', 'https://www.wikiart.org/en/agnolo-bronzino/portrait-of-cosimo-i-de-medici-1545-1', 'https://www.wikiart.org/en/agnolo-bronzino/portrait-of-cosimo-i-de-medici', 'https://www.wikiart.org/en/agnolo-bronzino/portrait-of-cosimo-i-de-medici-1']",,,,check,"['https://www.wikiart.org/en/agnolo-bronzino/portrait-of-cosimo-i-de-medici-1545', 'https://www.wikiart.org/en/agnolo-bronzino/portrait-of-cosimo-i-de-medici-1545-1', 'https://www.wikiart.org/en/agnolo-bronzino/portrait-of-cosimo-i-de-medici']","['https://uploads3.wikiart.org/images/agnolo-bronzino/portrait-of-cosimo-i-de-medici-1545.jpg', 'https://uploads6.wikiart.org/images/agnolo-bronzino/portrait-of-cosimo-i-de-medici-1545-1.jpg!Large.jpg', 'https://uploads8.wikiart.org/images/agnolo-bronzino/portrait-of-cosimo-i-de-medici.jpg!Large.jpg']"
308,Kaggle_12455,Landscape in Semmering,Koloman Moser,"['https://www.wikiart.org/en/koloman-moser/landscape-in-semmering', 'https://www.wikiart.org/en/koloman-moser/landscape-in-semmering-1913', 'https://www.wikiart.org/en/koloman-moser/landscape-in-semmering-1913-1']",,,,check,['https://www.wikiart.org/en/koloman-moser/landscape-in-semmering'],['https://uploads7.wikiart.org/images/koloman-moser/landscape-in-semmering.jpg!Large.jpg']
319,Kaggle_93054,Cotopaxi,Frederic Edwin Church,"['https://www.wikiart.org/en/frederic-edwin-church/cotopaxi-1855-0', 'https://www.wikiart.org/en/frederic-edwin-church/cotopaxi-1855']",,,,check,[],[]
327,Kaggle_82310,The Duke of Wellington,Francisco Goya,"['https://www.wikiart.org/en/francisco-goya/the-duke-of-wellington', 'https://www.wikiart.org/en/francisco-goya/the-duke-of-wellington-1814']",,,,check,['https://www.wikiart.org/en/francisco-goya/the-duke-of-wellington-1814'],['https://uploads4.wikiart.org/images/francisco-goya/the-duke-of-wellington-1814.jpg!Large.jpg']
340,Kaggle_13203,Natura Morta,Mario Tozzi,"['https://www.wikiart.org/en/mario-tozzi/natura-morta-2', 'https://www.wikiart.org/en/mario-tozzi/natura-morta-1', 'https://www.wikiart.org/en/mario-tozzi/natura-morta']",,,,check,"['https://www.wikiart.org/en/mario-tozzi/natura-morta-2', 'https://www.wikiart.org/en/mario-tozzi/natura-morta-1']","['https://uploads6.wikiart.org/images/mario-tozzi/natura-morta-2.jpg!Large.jpg', 'https://uploads6.wikiart.org/images/mario-tozzi/natura-morta-1.jpg!Large.jpg']"
356,Kaggle_75013,Les Gavroches,Theophile Steinlen,"['https://www.wikiart.org/en/theophile-steinlen/les-gavroches-1893', 'https://www.wikiart.org/en/theophile-steinlen/les-gavroches-1893-1']",,,,check,[],[]
369,Kaggle_35557,The St. Stephen's Cathedral in Vienna,Rudolf von Alt,"['https://www.wikiart.org/en/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna-1831', 'https://www.wikiart.org/en/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna', 'https://www.wikiart.org/en/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna-1847']",,,,check,"['https://www.wikiart.org/en/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna-1831', 'https://www.wikiart.org/en/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna', 'https://www.wikiart.org/en/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna-1847']","['https://uploads0.wikiart.org/images/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna-1831.jpg!Large.jpg', 'https://uploads4.wikiart.org/images/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna.jpg!Large.jpg', 'https://uploads0.wikiart.org/images/rudolf-von-alt/the-st-stephen-s-cathedral-in-vienna-1847.jpg!Large.jpg']"
416,Kaggle_56338,The iron foundry in Kitschelt Skodagasse in Vienna,Rudolf von Alt,"['https://www.wikiart.org/en/rudolf-von-alt/the-iron-foundry-in-kitschelt-skodagasse-in-vienna-1894', 'https://www.wikiart.org/en/rudolf-von-alt/the-iron-foundry-in-kitschelt-skodagasse-in-vienna-1903', 'https://www.wikiart.org/en/rudolf-von-alt/the-iron-foundry-in-kitschelt-skodagasse-in-vienna-1903-1']",,,,check,['https://www.wikiart.org/en/rudolf-von-alt/the-iron-foundry-in-kitschelt-skodagasse-in-vienna-1903-1'],['https://uploads7.wikiart.org/images/rudolf-von-alt/the-iron-foundry-in-kitschelt-skodagasse-in-vienna-1903-1.jpg!Large.jpg']
434,Kaggle_97297,"Sketch for the Opera, The Golden Cockerel, by Nikolai Rimsky-Korsakov",Ivan Bilibin,"['https://www.wikiart.org/en/ivan-bilibin/sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1908', 'https://www.wikiart.org/en/ivan-bilibin/sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1909', 'https://www.wikiart.org/en/ivan-bilibin/sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1909-1', 'https://www.wikiart.org/en/ivan-bilibin/sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1909-2']",,,,check,['https://www.wikiart.org/en/ivan-bilibin/sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1909-2'],['https://uploads3.wikiart.org/images/ivan-bilibin/sketch-for-the-opera-the-golden-cockerel-by-nikolai-rimsky-korsakov-1909-2.jpg']
466,Kaggle_50103,The Town Hall in Mödling,Rudolf von Alt,"['https://www.wikiart.org/en/rudolf-von-alt/the-town-hall-in-m%C3%B6dling-1842', 'https://www.wikiart.org/en/rudolf-von-alt/the-town-hall-in-m%C3%B6dling-1842-1']",,,,check,"['https://www.wikiart.org/en/rudolf-von-alt/the-town-hall-in-m%C3%B6dling-1842', 'https://www.wikiart.org/en/rudolf-von-alt/the-town-hall-in-m%C3%B6dling-1842-1']","['https://uploads6.wikiart.org/images/rudolf-von-alt/the-town-hall-in-mödling-1842.jpg!Large.jpg', 'https://uploads8.wikiart.org/images/rudolf-von-alt/the-town-hall-in-mödling-1842-1.jpg!Large.jpg']"
488,Kaggle_84409,Lake Geneva from Chexbres,Ferdinand Hodler,"['https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-from-chexbres-1904', 'https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-from-chexbres']",,,,check,"['https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-from-chexbres-1904', 'https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-from-chexbres']","['https://uploads0.wikiart.org/images/ferdinand-hodler/lake-geneva-from-chexbres-1904.jpg!Large.jpg', 'https://uploads4.wikiart.org/images/ferdinand-hodler/lake-geneva-from-chexbres.jpg!Large.jpg']"
489,Kaggle_71381,Lake Geneva with Mont Blanc at dawn,Ferdinand Hodler,"['https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918', 'https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918-1', 'https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918-2']",,,,check,"['https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918', 'https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918-1', 'https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918-2']","['https://uploads1.wikiart.org/images/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918.jpg!Large.jpg', 'https://uploads3.wikiart.org/images/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918-1.jpg!Large.jpg', 'https://uploads3.wikiart.org/images/ferdinand-hodler/lake-geneva-with-mont-blanc-at-dawn-1918-2.jpg!Large.jpg']"
493,Kaggle_64794,The Adoration of the Magi,Albrecht Durer,"['https://www.wikiart.org/en/albrecht-durer/the-adoration-of-the-magi-1502', 'https://www.wikiart.org/en/albrecht-durer/the-adoration-of-the-magi', 'https://www.wikiart.org/en/albrecht-durer/the-adoration-of-the-magi-1504']",,,,check,"['https://www.wikiart.org/en/albrecht-durer/the-adoration-of-the-magi-1502', 'https://www.wikiart.org/en/albrecht-durer/the-adoration-of-the-magi-1504']","['https://uploads7.wikiart.org/images/albrecht-durer/the-adoration-of-the-magi-1502.jpg!Large.jpg', 'https://uploads7.wikiart.org/images/albrecht-durer/the-adoration-of-the-magi-1504.jpg!Large.jpg']"
507,Kaggle_62497,Portrait of a Man,Antonello da Messina,"['https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-3', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1470-1', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1470', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1473', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1474', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1475', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-2']",,,,check,"['https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-3', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1470-1', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1470', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1473', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1474', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1475', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-1', 'https://www.wikiart.org/en/antonello-da-messina/portrait-of-a-man-2']","['https://uploads2.wikiart.org/images/antonello-da-messina/portrait-of-a-man-3.jpg!Large.jpg', 'https://uploads7.wikiart.org/images/antonello-da-messina/portrait-of-a-man-1470-1.jpg!Large.jpg', 'https://uploads5.wikiart.org/images/antonello-da-messina/portrait-of-a-man-1470.jpg!Large.jpg', 'https://uploads5.wikiart.org/images/antonello-da-messina/portrait-of-a-man-1473.jpg!Large.jpg', 'https://uploads5.wikiart.org/images/antonello-da-messina/portrait-of-a-man-1474.jpg!Large.jpg', 'https://uploads8.wikiart.org/images/antonello-da-messina/portrait-of-a-man-1475(1).jpg!Large.jpg', 'https://uploads0.wikiart.org/images/antonello-da-messina/portrait-of-a-man.jpg!Large.jpg', 'https://uploads1.wikiart.org/images/antonello-da-messina/portrait-of-a-man-1.jpg', 'https://uploads2.wikiart.org/images/antonello-da-messina/portrait-of-a-man-2.jpg!Large.jpg']"
518,Kaggle_73334,Sketches of scenery for Sadko by Nikolai Rimsky-Korsakov,Ivan Bilibin,"['https://www.wikiart.org/en/ivan-bilibin/sketches-of-scenery-for-sadko-by-nikolai-rimsky-korsakov-1914', 'https://www.wikiart.org/en/ivan-bilibin/sketches-of-scenery-for-sadko-by-nikolai-rimsky-korsakov-1914-1']",,,,check,[],[]
519,Kaggle_51875,Lake Geneva with Mont Blanc in the morning light,Ferdinand Hodler,"['https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-in-the-morning-light-1918', 'https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-in-the-morning-light-1918-1']",,,,check,"['https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-in-the-morning-light-1918', 'https://www.wikiart.org/en/ferdinand-hodler/lake-geneva-with-mont-blanc-in-the-morning-light-1918-1']","['https://uploads5.wikiart.org/images/ferdinand-hodler/lake-geneva-with-mont-blanc-in-the-morning-light-1918.jpg!Large.jpg', 'https://uploads7.wikiart.org/images/ferdinand-hodler/lake-geneva-with-mont-blanc-in-the-morning-light-1918-1.jpg!Large.jpg']"
