Column,Art_ID,Title,Artist,Wiki_Link,Style,Genre,Media,tmp,New_Wiki_Link,img_src
50351,Kaggle_84488,Death of Fedor Chizhov,Ilya Repin,"['https://www.wikiart.org/en/ilya-repin/death-of-fedor-chizhov-1-1877', 'https://www.wikiart.org/en/ilya-repin/death-of-fedor-chizhov-2-1877']",,,,check,[],[]
50370,Kaggle_47946,"Untitled gouache (Illustration for Tristan Tzara's ""Le fruit permis"")",Sonia Delaunay,"['https://www.wikiart.org/en/sonia-delaunay/poems-by-tristan-tzara', 'https://www.wikiart.org/en/sonia-delaunay/untitled-gouache-illustration-for-tristan-tzara-s-le-fruit-permis-1956']",,,,check,"['https://www.wikiart.org/en/sonia-delaunay/poems-by-tristan-tzara', 'https://www.wikiart.org/en/sonia-delaunay/untitled-gouache-illustration-for-tristan-tzara-s-le-fruit-permis-1956']","['https://uploads8.wikiart.org/images/sonia-delaunay/poems-by-tristan-tzara.jpg!Large.jpg', 'https://uploads2.wikiart.org/images/sonia-delaunay/untitled-gouache-illustration-for-tristan-tzara-s-le-fruit-permis-1956.jpg!Large.jpg']"
50388,Kaggle_4768,Self-Portrait,Edouard Vuillard,"['https://www.wikiart.org/en/edouard-vuillard/self-portrait', 'https://www.wikiart.org/en/edouard-vuillard/self-portrait-1', 'https://www.wikiart.org/en/edouard-vuillard/autoportrait']",,,,check,"['https://www.wikiart.org/en/edouard-vuillard/self-portrait', 'https://www.wikiart.org/en/edouard-vuillard/self-portrait-1', 'https://www.wikiart.org/en/edouard-vuillard/autoportrait']","['https://uploads1.wikiart.org/images/edouard-vuillard/self-portrait.jpg!Large.jpg', 'https://uploads3.wikiart.org/images/edouard-vuillard/self-portrait-1.jpg!Large.jpg', 'https://uploads0.wikiart.org/images/edouard-vuillard/autoportrait.jpg!Large.jpg']"
50396,Kaggle_40415,Venetian Canal,John Singer Sargent,"['https://www.wikiart.org/en/john-singer-sargent/venetian-canal-1', 'https://www.wikiart.org/en/john-singer-sargent/venetian-canal']",,,,check,"['https://www.wikiart.org/en/john-singer-sargent/venetian-canal-1', 'https://www.wikiart.org/en/john-singer-sargent/venetian-canal']","['https://uploads7.wikiart.org/images/john-singer-sargent/venetian-canal-1.jpg!Large.jpg', 'https://uploads5.wikiart.org/images/john-singer-sargent/venetian-canal.jpg!Large.jpg']"
50428,Kaggle_51969,Prince Albert,Franz Xaver Winterhalter,"['https://www.wikiart.org/en/franz-xaver-winterhalter/prince-albert-1842', 'https://www.wikiart.org/en/franz-xaver-winterhalter/prince-albert']",,,,check,"['https://www.wikiart.org/en/franz-xaver-winterhalter/prince-albert-1842', 'https://www.wikiart.org/en/franz-xaver-winterhalter/prince-albert']","['https://uploads5.wikiart.org/images/franz-xaver-winterhalter/prince-albert-1842.jpg!Large.jpg', 'https://uploads0.wikiart.org/images/franz-xaver-winterhalter/prince-albert.jpg!Large.jpg']"
50447,Kaggle_82199,An Apostle from the Transfiguration,Matthias Grünewald,"['https://www.wikiart.org/en/matthias-grunewald/an-apostle-from-the-transfiguration-1511', 'https://www.wikiart.org/en/matthias-grunewald/an-apostle-from-the-transfiguration-1511-0']",,,,check,"['https://www.wikiart.org/en/matthias-grunewald/an-apostle-from-the-transfiguration-1511', 'https://www.wikiart.org/en/matthias-grunewald/an-apostle-from-the-transfiguration-1511-0']","['https://uploads7.wikiart.org/images/matthias-grünewald/an-apostle-from-the-transfiguration.jpg!Large.jpg', 'https://uploads0.wikiart.org/images/matthias-grünewald/an-apostle-from-the-transfiguration-1.jpg!Large.jpg']"
50464,Kaggle_84254,Cliff,Ivan Shishkin,"['https://www.wikiart.org/en/ivan-shishkin/cliff-1878', 'https://www.wikiart.org/en/ivan-shishkin/cliff-1893']",,,,check,[],[]
50486,Kaggle_46827,The Annunciation,Francisco Goya,"['https://www.wikiart.org/en/francisco-goya/the-annunciation-1785', 'https://www.wikiart.org/en/francisco-goya/the-annunciation']",,,,check,"['https://www.wikiart.org/en/francisco-goya/the-annunciation-1785', 'https://www.wikiart.org/en/francisco-goya/the-annunciation']","['https://uploads7.wikiart.org/images/francisco-goya/the-annunciation-1785.jpg!Large.jpg', 'https://uploads2.wikiart.org/images/francisco-goya/the-annunciation.jpg!Large.jpg']"
50487,Kaggle_83181,The Steps,Jeffrey Smart,"['https://www.wikiart.org/en/jeffrey-smart/the-steps-1967', 'https://www.wikiart.org/en/jeffrey-smart/the-steps']",,,,check,[],[]
50490,Kaggle_32445,"Vignette for book ""N. K. Roerich""",Nicholas Roerich,"['https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-1', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-2', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-3', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-4', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-5', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-6', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-7', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-8', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-9', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-10', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-11', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-12', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-13', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-14', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-15', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-16', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-17', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-18', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-19', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-20', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-21', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-22', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-23', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-24', 'https://www.wikiart.org/en/nicholas-roerich/vignette-for-book-n-k-roerich-1918-25']",,,,check,[],[]
50522,Kaggle_100569,Eight Hundred Heroes of Our Country,Utagawa Kuniyoshi,"['https://www.wikiart.org/en/utagawa-kuniyoshi/eight-hundred-heroes-of-our-country', 'https://www.wikiart.org/en/utagawa-kuniyoshi/eight-hundred-heroes-of-our-country-1']",,,,check,[],[]
50550,Kaggle_9673,Before the thunderstorm,Isaac Levitan,"['https://www.wikiart.org/en/isaac-levitan/before-the-thunderstorm-1879', 'https://www.wikiart.org/en/isaac-levitan/before-the-thunderstorm-1893', 'https://www.wikiart.org/en/isaac-levitan/before-the-thunderstorm-1893-1']",,,,check,"['https://www.wikiart.org/en/isaac-levitan/before-the-thunderstorm-1879', 'https://www.wikiart.org/en/isaac-levitan/before-the-thunderstorm-1893', 'https://www.wikiart.org/en/isaac-levitan/before-the-thunderstorm-1893-1']","['https://uploads4.wikiart.org/images/isaac-levitan/before-the-thunderstorm-1879.jpg!Large.jpg', 'https://uploads4.wikiart.org/images/isaac-levitan/before-the-thunderstorm-1893.jpg!Large.jpg', 'https://uploads6.wikiart.org/images/isaac-levitan/before-the-thunderstorm-1893-1.jpg!Large.jpg']"
50585,Kaggle_67905,Le Havre. Avent Port.,Eugene Boudin,"['https://www.wikiart.org/en/eugene-boudin/le-havre-avent-port-1866', 'https://www.wikiart.org/en/eugene-boudin/le-havre-avent-port', 'https://www.wikiart.org/en/eugene-boudin/le-havre-avent-port-1', 'https://www.wikiart.org/en/eugene-boudin/le-havre-avent-port-1894']",,,,check,['https://www.wikiart.org/en/eugene-boudin/le-havre-avent-port'],['https://uploads4.wikiart.org/images/eugene-boudin/le-havre-avent-port.jpg!Large.jpg']
50589,Kaggle_61833,Portrait of Martin Luther,Lucas Cranach the Elder,"['https://www.wikiart.org/en/lucas-cranach-the-elder/portrait-of-martin-luther-1543', 'https://www.wikiart.org/en/lucas-cranach-the-elder/portrait-of-martin-luther-1543-1']",,,,check,"['https://www.wikiart.org/en/lucas-cranach-the-elder/portrait-of-martin-luther-1543', 'https://www.wikiart.org/en/lucas-cranach-the-elder/portrait-of-martin-luther-1543-1']","['https://uploads7.wikiart.org/images/lucas-cranach-the-elder/portrait-of-martin-luther-1543.jpg!Large.jpg', 'https://uploads0.wikiart.org/images/lucas-cranach-the-elder/portrait-of-martin-luther-1543-1.jpg!Large.jpg']"
50604,Kaggle_56547,Landscape,Paul Bril,"['https://www.wikiart.org/en/paul-bril/landscape', 'https://www.wikiart.org/en/paul-bril/landscape-1']",,,,check,[],[]
50654,Kaggle_16934,In Sestroretsk,Ivan Shishkin,"['https://www.wikiart.org/en/ivan-shishkin/in-sestroretsk-1886', 'https://www.wikiart.org/en/ivan-shishkin/in-sestroretsk']",,,,check,[],[]
50682,Kaggle_51531,Jacob Reproaching Laban,Hendrick Terbrugghen,"['https://www.wikiart.org/en/hendrick-terbrugghen/jacob-reproaching-laban-1627', 'https://www.wikiart.org/en/hendrick-terbrugghen/jacob-reproaching-laban-1628']",,,,check,"['https://www.wikiart.org/en/hendrick-terbrugghen/jacob-reproaching-laban-1627', 'https://www.wikiart.org/en/hendrick-terbrugghen/jacob-reproaching-laban-1628']","['https://uploads2.wikiart.org/images/hendrick-terbrugghen/jacob-reproaching-laban-1627.jpg!Large.jpg', 'https://uploads2.wikiart.org/images/hendrick-terbrugghen/jacob-reproaching-laban-1628.jpg!Large.jpg']"
50738,Kaggle_61541,Sunrise in Feodosia,Ivan Aivazovsky,"['https://www.wikiart.org/en/ivan-aivazovsky/sunrise-in-feodosia-1852', 'https://www.wikiart.org/en/ivan-aivazovsky/sunrise-in-feodosia-1855']",,,,check,[],[]
50739,Kaggle_76685,Winter in Abramtsevo,Valentin Serov,"['https://www.wikiart.org/en/valentin-serov/winter-in-abramtsevo-1886', 'https://www.wikiart.org/en/valentin-serov/winter-in-abramtsevo-1886-1']",,,,check,"['https://www.wikiart.org/en/valentin-serov/winter-in-abramtsevo-1886', 'https://www.wikiart.org/en/valentin-serov/winter-in-abramtsevo-1886-1']","['https://uploads2.wikiart.org/images/valentin-serov/winter-in-abramtsevo-1886.jpg!Large.jpg', 'https://uploads4.wikiart.org/images/valentin-serov/winter-in-abramtsevo-1886-1.jpg!Large.jpg']"
50754,Kaggle_99765,Edge of forest,Isaac Levitan,"['https://www.wikiart.org/en/isaac-levitan/edge-of-forest', 'https://www.wikiart.org/en/isaac-levitan/edge-of-forest-1891']",,,,check,['https://www.wikiart.org/en/isaac-levitan/edge-of-forest-1891'],['https://uploads4.wikiart.org/images/isaac-levitan/edge-of-forest-1891.jpg!Large.jpg']
50791,Kaggle_39571,House in Abramtsevo,Pyotr Konchalovsky,"['https://www.wikiart.org/en/pyotr-konchalovsky/house-in-abramtsevo-1911', 'https://www.wikiart.org/en/pyotr-konchalovsky/house-in-abramtsevo-1920']",,,,check,[],[]
50817,Kaggle_31452,Reclining Nude,Edward Hopper,"['https://www.wikiart.org/en/edward-hopper/reclining-nude-1924', 'https://www.wikiart.org/en/edward-hopper/reclining-nude']",,,,check,"['https://www.wikiart.org/en/edward-hopper/reclining-nude-1924', 'https://www.wikiart.org/en/edward-hopper/reclining-nude']","['https://uploads8.wikiart.org/00243/images/edward-hopper/1924-114-reclining-nude.jpg!Large.jpg', 'https://uploads8.wikiart.org/images/edward-hopper/reclining-nude.jpg!Large.jpg']"
50849,Kaggle_32989,The Good Samaritan,Jacopo Bassano,"['https://www.wikiart.org/en/jacopo-bassano/the-good-samaritan-1550', 'https://www.wikiart.org/en/jacopo-bassano/the-good-samaritan-1563']",,,,check,[],[]
50861,Kaggle_30694,Reclining Female Nude,Egon Schiele,"['https://www.wikiart.org/en/egon-schiele/reclining-female-nude-1908', 'https://www.wikiart.org/en/egon-schiele/reclining-female-nude-1917']",,,,check,"['https://www.wikiart.org/en/egon-schiele/reclining-female-nude-1908', 'https://www.wikiart.org/en/egon-schiele/reclining-female-nude-1917']","['https://uploads1.wikiart.org/images/egon-schiele/reclining-female-nude-1908.jpg!Large.jpg', 'https://uploads1.wikiart.org/images/egon-schiele/reclining-female-nude-1917.jpg!Large.jpg']"
50873,Kaggle_100887,Canzone,Antonio Donghi,"['https://www.wikiart.org/en/antonio-donghi/canzone-1934', 'https://www.wikiart.org/en/antonio-donghi/canzone-1934-1']",,,,check,[],[]
50919,Kaggle_40155,What People Think about Me,Vasily Polenov,"['https://www.wikiart.org/en/vasily-polenov/what-people-think-about-me', 'https://www.wikiart.org/en/vasily-polenov/what-people-think-about-me-1']",,,,check,"['https://www.wikiart.org/en/vasily-polenov/what-people-think-about-me', 'https://www.wikiart.org/en/vasily-polenov/what-people-think-about-me-1']","['https://uploads3.wikiart.org/images/vasily-polenov/what-people-think-about-me.jpg!Large.jpg', 'https://uploads5.wikiart.org/images/vasily-polenov/what-people-think-about-me-1.jpg!Large.jpg']"
50960,Kaggle_72943,Reclining nude,Moise Kisling,"['https://www.wikiart.org/en/moise-kisling/reclining-nude-1917', 'https://www.wikiart.org/en/moise-kisling/reclining-nude-1919', 'https://www.wikiart.org/en/moise-kisling/reclining-nude-1923']",,,,check,"['https://www.wikiart.org/en/moise-kisling/reclining-nude-1917', 'https://www.wikiart.org/en/moise-kisling/reclining-nude-1919', 'https://www.wikiart.org/en/moise-kisling/reclining-nude-1923']","['https://uploads4.wikiart.org/images/moise-kisling/reclining-nude-1917.jpg!Large.jpg', 'https://uploads4.wikiart.org/images/moise-kisling/reclining-nude-1919.jpg!Large.jpg', 'https://uploads6.wikiart.org/images/moise-kisling/reclining-nude-1923(1).jpg']"
50968,Kaggle_28017,Paesaggio,Carlo Carra,"['https://www.wikiart.org/en/carlo-carra/paesaggio-1904', 'https://www.wikiart.org/en/carlo-carra/paesaggio-1909']",,,,check,[],[]
50986,Kaggle_83396,Untitled,Jean David,"['https://www.wikiart.org/en/jean-david/untitled', 'https://www.wikiart.org/en/jean-david/untitled-1', 'https://www.wikiart.org/en/jean-david/untitled-2', 'https://www.wikiart.org/en/jean-david/untitled-3', 'https://www.wikiart.org/en/jean-david/untitled-4']",,,,check,[],[]
50991,Kaggle_99960,unknown title,Angelo de Sousa,"['https://www.wikiart.org/en/angelo-de-sousa/unknown-title-1965', 'https://www.wikiart.org/en/angelo-de-sousa/unknown-title-1966', 'https://www.wikiart.org/en/angelo-de-sousa/unknown-title', 'https://www.wikiart.org/en/angelo-de-sousa/unknown-title-1', 'https://www.wikiart.org/en/angelo-de-sousa/unknown-title-2']",,,,check,[],[]
50997,Kaggle_43948,Studies,Alphonse Mucha,"['https://www.wikiart.org/en/alphonse-mucha/studies-1902', 'https://www.wikiart.org/en/alphonse-mucha/studies-1902-1']",,,,check,"['https://www.wikiart.org/en/alphonse-mucha/studies-1902', 'https://www.wikiart.org/en/alphonse-mucha/studies-1902-1']","['https://uploads7.wikiart.org/images/alphonse-mucha/studies-1902.jpg!Large.jpg', 'https://uploads0.wikiart.org/images/alphonse-mucha/studies-1902-1.jpg!Large.jpg']"
51018,Kaggle_29925,Rainbow,Konstantin Somov,"['https://www.wikiart.org/en/konstantin-somov/rainbow-1', 'https://www.wikiart.org/en/konstantin-somov/rainbow']",,,,check,['https://www.wikiart.org/en/konstantin-somov/rainbow'],['https://uploads4.wikiart.org/images/konstantin-somov/rainbow.jpg!Large.jpg']
51029,Kaggle_32786,Low Water,Alfred Wallis,"['https://www.wikiart.org/en/alfred-wallis/low-water', 'https://www.wikiart.org/en/alfred-wallis/low-water-1']",,,,check,[],[]
51035,Kaggle_34226,St Catherine's Disputation (detail),Pinturicchio,"['https://www.wikiart.org/en/pinturicchio/st-catherine-s-disputation-detail-1491', 'https://www.wikiart.org/en/pinturicchio/st-catherine-s-disputation-detail-1494']",,,,check,[],[]
51106,Kaggle_35939,Portrait of Jean Daurelle,Gustave Caillebotte,"['https://www.wikiart.org/en/gustave-caillebotte/portrait-of-jean-daurelle', 'https://www.wikiart.org/en/gustave-caillebotte/portrait-of-jean-daurelle-1']",,,,check,['https://www.wikiart.org/en/gustave-caillebotte/portrait-of-jean-daurelle'],['https://uploads7.wikiart.org/images/gustave-caillebotte/portrait-of-jean-daurelle.jpg!Large.jpg']
51136,Kaggle_17574,Construction Site at Saint Mammes,Alfred Sisley,"['https://www.wikiart.org/en/alfred-sisley/construction-site-at-saint-mammes-1880', 'https://www.wikiart.org/en/alfred-sisley/construction-site-at-saint-mammes-1880-1']",,,,check,"['https://www.wikiart.org/en/alfred-sisley/construction-site-at-saint-mammes-1880', 'https://www.wikiart.org/en/alfred-sisley/construction-site-at-saint-mammes-1880-1']","['https://uploads5.wikiart.org/images/alfred-sisley/construction-site-at-saint-mammes-1880.jpg!Large.jpg', 'https://uploads7.wikiart.org/images/alfred-sisley/construction-site-at-saint-mammes-1880-1.jpg!Large.jpg']"
51140,Kaggle_81258,Peasant Woman with White Headscarf,Nicolae Vermont,"['https://www.wikiart.org/en/nicolae-vermont/peasant-woman-with-white-headscarf-1925', 'https://www.wikiart.org/en/nicolae-vermont/peasant-woman-with-white-headscarf-1930']",,,,check,[],[]
