Column,Art_ID,Title,Artist,Wiki_Link,Style,Genre,Media,tmp,New_Wiki_Link,img_src
86656,Kaggle_50496,Princess Louise of Prussia,Louise Elisabeth Vigee Le Brun,"['https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/princess-louise-of-prussia-1801', 'https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/princess-louise-of-prussia-1801-1']",,,,check,['https://www.wikiart.org/en/louise-elisabeth-vigee-le-brun/princess-louise-of-prussia-1801-1'],['https://uploads8.wikiart.org/images/louise-elisabeth-vigee-le-brun/princess-louise-of-prussia-1801-1.jpg!Large.jpg']
86705,Kaggle_95293,The Moon,Mary Fedden,"['https://www.wikiart.org/en/mary-fedden/the-moon-2008', 'https://www.wikiart.org/en/mary-fedden/the-moon-2009']",,,,check,[],[]
86708,Kaggle_35633,Fruit,Mary Fedden,"['https://www.wikiart.org/en/mary-fedden/fruit-2009', 'https://www.wikiart.org/en/mary-fedden/fruit2009']",,,,check,[],[]
86760,Kaggle_14899,Female nude,Pyotr Konchalovsky,"['https://www.wikiart.org/en/pyotr-konchalovsky/female-nude', 'https://www.wikiart.org/en/pyotr-konchalovsky/female-nude-1']",,,,check,[],[]
86784,Kaggle_63806,Spring Breeze,Wu Guanzhong,"['https://www.wikiart.org/en/wu-guanzhong/spring-breeze-2001', 'https://www.wikiart.org/en/wu-guanzhong/spring-breeze-2001-1']",,,,check,[],[]
86791,Kaggle_79314,Untitled,Jean-Michel Atlan,"['https://www.wikiart.org/en/jean-michel-atlan/untitled-1943', 'https://www.wikiart.org/en/jean-michel-atlan/untitled-1949', 'https://www.wikiart.org/en/jean-michel-atlan/untitled-1953', 'https://www.wikiart.org/en/jean-michel-atlan/untitled-1954', 'https://www.wikiart.org/en/jean-michel-atlan/untitled-1958', 'https://www.wikiart.org/en/jean-michel-atlan/untitled-1959', 'https://www.wikiart.org/en/jean-michel-atlan/untitled-1959-1', 'https://www.wikiart.org/en/jean-michel-atlan/untitled-1959-2', 'https://www.wikiart.org/en/jean-michel-atlan/untitled', 'https://www.wikiart.org/en/jean-michel-atlan/untitled-1']",,,,check,[],[]
86794,Kaggle_53357,Frauenakt,Gustave Buchet,"['https://www.wikiart.org/en/gustave-buchet/frauenakt-1930', 'https://www.wikiart.org/en/gustave-buchet/frauenakt-1930-1']",,,,check,[],[]
86863,Kaggle_28879,Costume Designs,Sergey Solomko,"['https://www.wikiart.org/en/sergey-solomko/costume-designs', 'https://www.wikiart.org/en/sergey-solomko/costume-designs-1', 'https://www.wikiart.org/en/sergey-solomko/costume-designs-2', 'https://www.wikiart.org/en/sergey-solomko/costume-designs-3']",,,,check,[],[]
86867,Kaggle_51004,Untitled,Charles Lapicque,"['https://www.wikiart.org/en/charles-lapicque/untitled-1945', 'https://www.wikiart.org/en/charles-lapicque/untitled-1955', 'https://www.wikiart.org/en/charles-lapicque/untitled-1959', 'https://www.wikiart.org/en/charles-lapicque/untitled', 'https://www.wikiart.org/en/charles-lapicque/untitled-1', 'https://www.wikiart.org/en/charles-lapicque/untitled-2']",,,,check,[],[]
86879,Kaggle_52448,Untitled,Lee Krasner,"['https://www.wikiart.org/en/lee-krasner/untitled-1949', 'https://www.wikiart.org/en/lee-krasner/untitled-1964', 'https://www.wikiart.org/en/lee-krasner/untitled-1969', 'https://www.wikiart.org/en/lee-krasner/untitled']",,,,check,['https://www.wikiart.org/en/lee-krasner/untitled-1969'],['https://uploads4.wikiart.org/images/lee-krasner/untitled-1969.jpg']
86882,Kaggle_69700,Untitled,William Baziotes,"['https://www.wikiart.org/en/william-baziotes/untitled-1930', 'https://www.wikiart.org/en/william-baziotes/untitled-1932', 'https://www.wikiart.org/en/william-baziotes/untitled-1962']",,,,check,[],[]
86887,Kaggle_62973,Still Life,Theodor Pallady,"['https://www.wikiart.org/en/theodor-pallady/still-life', 'https://www.wikiart.org/en/theodor-pallady/still-life-1']",,,,check,[],[]
86888,Kaggle_96346,Fall of Man,Lucas Cranach the Elder,"['https://www.wikiart.org/en/lucas-cranach-the-elder/fall-of-man', 'https://www.wikiart.org/en/lucas-cranach-the-elder/fall-of-man-1537']",,,,check,"['https://www.wikiart.org/en/lucas-cranach-the-elder/fall-of-man', 'https://www.wikiart.org/en/lucas-cranach-the-elder/fall-of-man-1537']","['https://uploads6.wikiart.org/images/lucas-cranach-the-elder/fall-of-man.jpg!Large.jpg', 'https://uploads1.wikiart.org/images/lucas-cranach-the-elder/fall-of-man-1537.jpg']"
86924,Kaggle_59756,Self-Portrait,Avigdor Arikha,"['https://www.wikiart.org/en/avigdor-arikha/self-portrait-1979', 'https://www.wikiart.org/en/avigdor-arikha/self-portrait-2005']",,,,check,[],[]
86977,Kaggle_9544,Portrait of a Lady,Ding Yanyong,"['https://www.wikiart.org/en/ding-yanyong/portrait-of-a-lady-1940', 'https://www.wikiart.org/en/ding-yanyong/portrait-of-a-lady']",,,,check,[],[]
87001,Kaggle_56096,Untitled,Gustave Singier,"['https://www.wikiart.org/en/gustave-singier/untitled-1956', 'https://www.wikiart.org/en/gustave-singier/untitled-1956-1', 'https://www.wikiart.org/en/gustave-singier/untitled-1956-2', 'https://www.wikiart.org/en/gustave-singier/untitled-1957-1', 'https://www.wikiart.org/en/gustave-singier/untitled-1957', 'https://www.wikiart.org/en/gustave-singier/untitled-1981']",,,,check,[],[]
87029,Kaggle_17745,Le retour au passé,Georges Hugnet,"['https://www.wikiart.org/en/georges-hugnet/le-retour-au-pass-1936', 'https://www.wikiart.org/en/georges-hugnet/le-retour-au-pass-1936-1']",,,,check,[],[]
87031,Kaggle_77140,Barricade fighting in Red Presnya,Ivan Vladimirov,"['https://www.wikiart.org/en/ivan-vladimirov/barricade-fighting-in-red-presnya', 'https://www.wikiart.org/en/ivan-vladimirov/barricade-fighting-in-red-presnya-1']",,,,check,[],[]
87045,Kaggle_31731,Composition abstraite,Huguette Arthur Bertrand,"['https://www.wikiart.org/en/huguette-arthur-bertrand/composition-abstraite-1957', 'https://www.wikiart.org/en/huguette-arthur-bertrand/composition-abstraite-1962']",,,,check,[],[]
87126,Kaggle_39344,Untitled,Peter Busa,"['https://www.wikiart.org/en/peter-busa/untitled-1957', 'https://www.wikiart.org/en/peter-busa/untitled-1964', 'https://www.wikiart.org/en/peter-busa/untitled']",,,,check,[],[]
87130,Kaggle_14262,Untitled,Avigdor Arikha,"['https://www.wikiart.org/en/avigdor-arikha/untitled-1956', 'https://www.wikiart.org/en/avigdor-arikha/untitled-1964']",,,,check,[],[]
87190,Kaggle_72298,Self-portrait,Pavel Filonov,"['https://www.wikiart.org/en/pavel-filonov/selfportrait-1911', 'https://www.wikiart.org/en/pavel-filonov/selfportrait-1925']",,,,check,[],[]
87213,Kaggle_55986,Abstract Composition,Maurice Esteve,"['https://www.wikiart.org/en/maurice-esteve/abstract-composition', 'https://www.wikiart.org/en/maurice-esteve/abstract-composition-1']",,,,check,[],[]
87215,Kaggle_2145,Lagune bretonne,Charles Lapicque,"['https://www.wikiart.org/en/charles-lapicque/lagune-bretonne-1959', 'https://www.wikiart.org/en/charles-lapicque/lagune-bretonne-1959-1']",,,,check,[],[]
87258,Kaggle_20734,Abstract Composition,Alice Baber,"['https://www.wikiart.org/en/alice-baber/abstract-composition-1969', 'https://www.wikiart.org/en/alice-baber/abstract-composition-1969-1']",,,,check,[],[]
87290,Kaggle_66796,Untitled,Victor Brauner,"['https://www.wikiart.org/en/victor-brauner/untitled-1934', 'https://www.wikiart.org/en/victor-brauner/untitled-1951']",,,,check,[],[]
87310,Kaggle_18465,Landscape,Qi Baishi,"['https://www.wikiart.org/en/qi-baishi/landscape-1909', 'https://www.wikiart.org/en/qi-baishi/landscape-1909-1']",,,,check,[],[]
87330,Kaggle_37622,Self-Portrait,Jose de Almada-Negreiros,"['https://www.wikiart.org/en/jose-de-almada-negreiros/self-portrait-1928', 'https://www.wikiart.org/en/jose-de-almada-negreiros/self-portrait-1947']",,,,check,[],[]
87338,Kaggle_88423,Tennis at Newport,George Bellows,"['https://www.wikiart.org/en/george-bellows/tennis-at-newport-1919', 'https://www.wikiart.org/en/george-bellows/tennis-at-newport-1920']",,,,check,[],[]
87353,Kaggle_16021,Untitled,Mathias Goeritz,"['https://www.wikiart.org/en/mathias-goeritz/untitled-1961', 'https://www.wikiart.org/en/mathias-goeritz/untitled-1983', 'https://www.wikiart.org/en/mathias-goeritz/untitled', 'https://www.wikiart.org/en/mathias-goeritz/untitled-1', 'https://www.wikiart.org/en/mathias-goeritz/untitled-2']",,,,check,[],[]
87393,Kaggle_5496,Untitled,Emil Schumacher,"['https://www.wikiart.org/en/emil-schumacher/untitled-1956', 'https://www.wikiart.org/en/emil-schumacher/untitled']",,,,check,[],[]
87395,Kaggle_66106,In the Garden,Le Pho,"['https://www.wikiart.org/en/le-pho/in-the-garden', 'https://www.wikiart.org/en/le-pho/in-the-garden-1']",,,,check,[],[]
87476,Kaggle_53201,Composition,Huguette Arthur Bertrand,"['https://www.wikiart.org/en/huguette-arthur-bertrand/composition-1954', 'https://www.wikiart.org/en/huguette-arthur-bertrand/composition-1959', 'https://www.wikiart.org/en/huguette-arthur-bertrand/composition-1963', 'https://www.wikiart.org/en/huguette-arthur-bertrand/composition']",,,,check,[],[]
87581,Kaggle_77312,Composition,Jean Le Moal,"['https://www.wikiart.org/en/jean-le-moal/composition-1957', 'https://www.wikiart.org/en/jean-le-moal/composition-1958', 'https://www.wikiart.org/en/jean-le-moal/composition-1970', 'https://www.wikiart.org/en/jean-le-moal/composition-1972', 'https://www.wikiart.org/en/jean-le-moal/composition-1976', 'https://www.wikiart.org/en/jean-le-moal/composition-1979']",,,,check,[],[]
87583,Kaggle_49186,Untitled,Mario Prassinos,"['https://www.wikiart.org/en/mario-prassinos/untitled-1946', 'https://www.wikiart.org/en/mario-prassinos/untitled-1947', 'https://www.wikiart.org/en/mario-prassinos/untitled-1947-1', 'https://www.wikiart.org/en/mario-prassinos/untitled-1956', 'https://www.wikiart.org/en/mario-prassinos/untitled-1968', 'https://www.wikiart.org/en/mario-prassinos/untitled-1971', 'https://www.wikiart.org/en/mario-prassinos/untitled-1984', 'https://www.wikiart.org/en/mario-prassinos/untitled']",,,,check,[],[]
87589,Kaggle_84289,Composition,Bram van Velde,"['https://www.wikiart.org/en/bram-van-velde/composition-1967', 'https://www.wikiart.org/en/bram-van-velde/composition-1980']",,,,check,[],[]
87609,Kaggle_2873,Brooch,Louis Comfort Tiffany,"['https://www.wikiart.org/en/louis-comfort-tiffany/brooch-1910', 'https://www.wikiart.org/en/louis-comfort-tiffany/brooch-1910-1', 'https://www.wikiart.org/en/louis-comfort-tiffany/brooch-1910-2']",,,,check,[],[]
87637,Kaggle_53611,Happy New Year,Raphael Kirchner,"['https://www.wikiart.org/en/raphael-kirchner/happy-new-year-1899', 'https://www.wikiart.org/en/raphael-kirchner/happy-new-year-1899-1', 'https://www.wikiart.org/en/raphael-kirchner/happy-new-year-1899-2', 'https://www.wikiart.org/en/raphael-kirchner/happy-new-year-1899-3', 'https://www.wikiart.org/en/raphael-kirchner/happy-new-year-1899-4', 'https://www.wikiart.org/en/raphael-kirchner/happy-new-year-1912']",,,,check,[],[]
87641,Kaggle_82701,Spazio totale,Mario Nigro,"['https://www.wikiart.org/en/mario-nigro/spazio-totale-1953', 'https://www.wikiart.org/en/mario-nigro/spazio-totale-1954', 'https://www.wikiart.org/en/mario-nigro/spazio-totale-1964']",,,,check,[],[]
87658,Kaggle_6707,Komposition,Julius Bissier,"['https://www.wikiart.org/en/julius-bissier/komposition-1956', 'https://www.wikiart.org/en/julius-bissier/komposition-1959']",,,,check,[],[]
87666,Kaggle_66484,Persiana,Tano Festa,"['https://www.wikiart.org/en/tano-festa/persiana-1963', 'https://www.wikiart.org/en/tano-festa/persiana']",,,,check,[],[]
87709,Kaggle_48295,Wallpaper design,Otto Eckmann,"['https://www.wikiart.org/en/otto-eckmann/wallpaper-design-1899', 'https://www.wikiart.org/en/otto-eckmann/wallpaper-design-1899-1', 'https://www.wikiart.org/en/otto-eckmann/wallpaper-design-1899-2']",,,,check,[],[]
87735,Kaggle_98205,Composition,Jean Fautrier,"['https://www.wikiart.org/en/jean-fautrier/composition-1958', 'https://www.wikiart.org/en/jean-fautrier/composition-1960', 'https://www.wikiart.org/en/jean-fautrier/composition-1961', 'https://www.wikiart.org/en/jean-fautrier/composition', 'https://www.wikiart.org/en/jean-fautrier/composition-1']",,,,check,[],[]
87756,Kaggle_78799,Mount Zion,Avigdor Arikha,"['https://www.wikiart.org/en/avigdor-arikha/mount-zion-1976', 'https://www.wikiart.org/en/avigdor-arikha/mount-zion-1990']",,,,check,[],[]
87764,Kaggle_64377,Untitled,Richard Paul Lohse,"['https://www.wikiart.org/en/richard-paul-lohse/untitled-1967', 'https://www.wikiart.org/en/richard-paul-lohse/untitled-1981', 'https://www.wikiart.org/en/richard-paul-lohse/untitled-1981-1', 'https://www.wikiart.org/en/richard-paul-lohse/untitled-1981-2', 'https://www.wikiart.org/en/richard-paul-lohse/untitled-1981-3']",,,,check,[],[]
87770,Kaggle_7064,Untitled,Olivier Debre,"['https://www.wikiart.org/en/olivier-debre/untitled-1956', 'https://www.wikiart.org/en/olivier-debre/untitled']",,,,check,[],[]
87823,Kaggle_58050,Album Le Cirque,Fernand Leger,"['https://www.wikiart.org/en/fernand-leger/the-album-circus-1950-48', 'https://www.wikiart.org/en/fernand-leger/the-album-circus-1950-49']",,,,check,[],[]
87828,Kaggle_46956,Untitled,Hans Hinterreiter,"['https://www.wikiart.org/en/hans-hinterreiter/ohne-titel-1941', 'https://www.wikiart.org/en/hans-hinterreiter/untitled-1967']",,,,check,[],[]
87849,Kaggle_34990,Composition abstraite,Serge Poliakoff,"['https://www.wikiart.org/en/serge-poliakoff/composition-abstraite-1958', 'https://www.wikiart.org/en/serge-poliakoff/composition-abstraite-1959', 'https://www.wikiart.org/en/serge-poliakoff/composition-abstraite-1968']",,,,check,[],[]
87879,Kaggle_61428,Untitled,Lidy Prati,"['https://www.wikiart.org/en/lidy-prati/untitled-1944', 'https://www.wikiart.org/en/lidy-prati/untitled-1945']",,,,check,[],[]
87899,Kaggle_98340,Gruta da imprensa,Anita Malfatti,"['https://www.wikiart.org/en/anita-malfatti/gruta-da-imprensa', 'https://www.wikiart.org/en/anita-malfatti/gruta-da-imprensa-1']",,,,check,[],[]
87927,Kaggle_28964,Jackie,Andy Warhol,"['https://www.wikiart.org/en/andy-warhol/jackie-3', 'https://www.wikiart.org/en/andy-warhol/jackie-1', 'https://www.wikiart.org/en/andy-warhol/jackie-2', 'https://www.wikiart.org/en/andy-warhol/jackie']",,,,check,[],[]
88116,Kaggle_43792,Smoerbukk,Theodor Severin Kittelsen,"['https://www.wikiart.org/en/theodor-severin-kittelsen/smoerbukk', 'https://www.wikiart.org/en/theodor-severin-kittelsen/smoerbukk-1']",,,,check,[],[]
88201,Kaggle_85225,Cornflowers,Stefan Luchian,"['https://www.wikiart.org/en/stefan-luchian/cornflowers', 'https://www.wikiart.org/en/stefan-luchian/cornflowers-1', 'https://www.wikiart.org/en/stefan-luchian/cornflowers-2']",,,,check,[],[]
88230,Kaggle_58361,Negativo-Positivo,Bruno Munari,"['https://www.wikiart.org/en/bruno-munari/negativo-positivo-1953', 'https://www.wikiart.org/en/bruno-munari/negativo-positivo-1989']",,,,check,[],[]
88233,Kaggle_70590,Emile Ollivier,Honore Daumier,"['https://www.wikiart.org/en/honore-daumier/emile-ollivier-1869', 'https://www.wikiart.org/en/honore-daumier/emile-ollivier-1869-0']",,,,check,[],[]
88280,Kaggle_82946,Untitled,Johannes Itten,"['https://www.wikiart.org/en/johannes-itten/untitled-1918', 'https://www.wikiart.org/en/johannes-itten/untitled-1966']",,,,check,['https://www.wikiart.org/en/johannes-itten/untitled-1966'],['https://uploads7.wikiart.org/images/johannes-itten/untitled-1966.jpg']
88298,Kaggle_15752,Rue Royale Concorde,Edouard Cortes,"['https://www.wikiart.org/en/edouard-cortes/rue-royale-concorde', 'https://www.wikiart.org/en/edouard-cortes/rue-royale-concorde-1']",,,,check,[],[]
88299,Kaggle_101935,Collage,Giulio Turcato,"['https://www.wikiart.org/en/giulio-turcato/collage-1968', 'https://www.wikiart.org/en/giulio-turcato/collage', 'https://www.wikiart.org/en/giulio-turcato/collage-1']",,,,check,[],[]
88307,Kaggle_69581,Çiçekli Ebru,Mustafa Duzgunman,"['https://www.wikiart.org/en/mustafa-duzgunman/i-ekli-ebru', 'https://www.wikiart.org/en/mustafa-duzgunman/i-ekli-ebru-1']",,,,check,[],[]
88354,Kaggle_78618,Composition,Le Pho,"['https://www.wikiart.org/en/le-pho/composition', 'https://www.wikiart.org/en/le-pho/composition-1', 'https://www.wikiart.org/en/le-pho/composition-2']",,,,check,[],[]
88362,Kaggle_26848,Lady of Sevilla,Manuel Rodriguez de Guzman,"['https://www.wikiart.org/en/manuel-rodriguez-de-guzman/lady-of-sevilla-1851', 'https://www.wikiart.org/en/manuel-rodriguez-de-guzman/lady-of-sevilla']",,,,check,[],[]
88370,Kaggle_67396,Untitled (Abstraction),Betty Parsons,"['https://www.wikiart.org/en/betty-parsons/untitled-abstraction', 'https://www.wikiart.org/en/betty-parsons/untitled-abstraction-4', 'https://www.wikiart.org/en/betty-parsons/untitled-abstraction-5', 'https://www.wikiart.org/en/betty-parsons/untitled-abstraction-1', 'https://www.wikiart.org/en/betty-parsons/untitled-abstraction-2', 'https://www.wikiart.org/en/betty-parsons/untitled-abstraction-3']",,,,check,[],[]
88406,Kaggle_12032,Portrait,Corneliu Baba,"['https://www.wikiart.org/en/corneliu-baba/portrait', 'https://www.wikiart.org/en/corneliu-baba/portrait-1']",,,,check,[],[]
88428,Kaggle_10112,Portrait of a Woman,Chaim Soutine,"['https://www.wikiart.org/en/chaim-soutine/portrait-of-a-woman-1929', 'https://www.wikiart.org/en/chaim-soutine/portrait-of-a-woman']",,,,check,"['https://www.wikiart.org/en/chaim-soutine/portrait-of-a-woman-1929', 'https://www.wikiart.org/en/chaim-soutine/portrait-of-a-woman']","['https://uploads3.wikiart.org/00133/images/chaim-soutine/portrait-of-a-woman.jpg!Large.jpg', 'https://uploads3.wikiart.org/images/chaim-soutine/portrait-of-a-woman.jpg']"
88454,Kaggle_40096,Untitled,Gregorio Vardanega,"['https://www.wikiart.org/en/gregorio-vardanega/untitled-1958', 'https://www.wikiart.org/en/gregorio-vardanega/untitled-1958-1', 'https://www.wikiart.org/en/gregorio-vardanega/untitled-1969', 'https://www.wikiart.org/en/gregorio-vardanega/untitled-1976', 'https://www.wikiart.org/en/gregorio-vardanega/untitled']",,,,check,[],[]
88479,Kaggle_47565,La Table,Louis Marcoussis,"['https://www.wikiart.org/en/louis-marcoussis/la-table-1927', 'https://www.wikiart.org/en/louis-marcoussis/la-table-1930']",,,,check,[],[]
88498,Kaggle_45759,Generale,Enrico Baj,"['https://www.wikiart.org/en/enrico-baj/generale-1968', 'https://www.wikiart.org/en/enrico-baj/generale-1975']",,,,check,[],[]
88517,Kaggle_11485,Fog and Mist,Leon Dabo,"['https://www.wikiart.org/en/leon-dabo/fog-and-mist', 'https://www.wikiart.org/en/leon-dabo/fog-and-mist-1']",,,,check,[],[]
88567,Kaggle_9445,Untitled,Jaroslav Serpan,"['https://www.wikiart.org/en/jaroslav-serpan/untitled-1953', 'https://www.wikiart.org/en/jaroslav-serpan/untitled-1966']",,,,check,[],[]
88577,Kaggle_19993,Waenhuiskrans,Gregoire Boonzaier,"['https://www.wikiart.org/en/gregoire-boonzaier/waenhuiskrans-1966', 'https://www.wikiart.org/en/gregoire-boonzaier/waenhuiskrans']",,,,check,[],[]
